cesta_k_souboru,sirka,vyska,prumerny_jas,label
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000013.jpg,345,431,59.27,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000014.jpg,1190,902,39.76,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000015.jpg,1543,900,22.05,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000016.jpg,657,433,42.85,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000017.jpg,1200,630,80.05,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000018.jpg,1024,1024,99.55,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000019.jpg,1200,675,95.79,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000020.jpg,1600,900,28.65,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000021.jpg,1024,576,90.92,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000022.jpg,1200,675,75.65,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000023.jpg,1200,800,98.47,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000024.jpg,474,474,72.92,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000025.jpg,900,600,56.17,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000026.jpg,1920,1008,108.26,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000027.jpg,480,360,54.1,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000028.jpg,1280,720,51.19,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000029.jpg,480,360,69.21,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000030.jpg,1280,720,55.36,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000031.jpg,1280,720,58.11,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000032.jpg,720,1280,56.87,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000033.jpg,2048,1542,91.89,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000034.jpg,735,893,61.68,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000035.jpg,1280,720,54.25,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000036.jpg,720,1280,125.46,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000037.jpg,750,1089,118.71,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000038.jpg,720,1280,62.18,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000039.jpg,1080,1920,82.98,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000040.jpg,640,400,98.63,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000041.jpg,736,730,18.25,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000042.jpg,415,415,53.36,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000043.jpg,720,900,95.27,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000044.jpg,720,1280,103.23,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000045.jpg,480,360,59.15,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000046.jpg,736,736,47.27,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000047.jpg,736,1308,80.39,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000048.jpg,720,1280,97.65,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000049.jpg,1080,1920,89.43,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000050.jpg,490,313,157.87,1
dataset/ronaldo\Cristiano_Ronaldo_angry_face\000051.jpg,736,920,26.11,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000001.jpg,258,300,148.47,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000002.jpg,661,425,148.84,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000003.jpg,528,653,141.19,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000004.jpg,536,647,83.06,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000005.jpg,230,300,144.86,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000006.jpg,763,562,135.11,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000007.jpg,654,854,147.58,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000008.jpg,777,448,126.97,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000009.jpg,780,821,91.51,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000010.jpg,232,300,108.08,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000011.jpg,539,855,153.56,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000012.jpg,736,566,117.02,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000013.jpg,960,1029,146.94,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000014.jpg,1088,1226,127.38,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000015.jpg,169,230,53.79,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000016.jpg,170,170,138.81,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000017.jpg,736,627,127.66,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000018.jpg,402,452,95.03,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000019.jpg,1280,670,103.96,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000020.jpg,870,1390,122.03,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000021.jpeg,3712,5568,140.3,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000022.jpg,169,168,113.52,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000023.jpg,474,328,52.41,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000024.jpg,1043,1200,145.43,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000025.jpg,1280,720,42.68,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000026.jpg,1280,720,113.6,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000027.jpg,632,632,153.14,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000028.jpg,990,557,128.67,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000029.jpg,634,959,102.15,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000030.jpg,1080,1920,64.53,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000031.jpg,1280,720,65.81,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000032.jpg,1280,720,62.02,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000033.jpg,1280,720,96.35,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000034.jpg,1280,720,133.05,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000035.jpg,1280,720,80.21,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000036.jpg,1280,720,66.11,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000037.jpg,1280,720,42.62,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000038.jpg,1280,720,92.37,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000039.jpg,1280,720,45.93,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000040.jpg,1280,720,56.1,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000041.jpg,1280,720,53.58,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000042.jpg,1072,1905,42.23,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000043.jpg,556,858,119.53,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000044.jpg,1080,1920,140.81,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000045.jpg,480,360,45.89,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000046.jpg,864,1920,54.94,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000047.jpg,1000,1500,133.45,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000048.jpg,576,1280,123.81,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000049.jpg,800,512,92.03,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000050.jpg,736,580,121.31,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000051.jpg,1280,720,108.73,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000052.jpg,477,594,144.13,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000053.jpg,288,512,91.47,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000054.jpg,1143,768,127.68,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000055.jpg,660,371,120.57,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000056.jpg,740,416,117.67,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000057.jpg,711,400,117.67,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000058.jpg,1536,864,117.69,1
dataset/ronaldo\Cristiano_Ronaldo_childhood\000059.jpg,1200,630,156.27,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000001.jpg,1024,1024,57.96,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000002.jpg,1024,1024,174.04,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000003.jpg,1024,1024,83.54,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000004.jpeg,2160,2700,79.4,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000005.jpg,1500,945,182.5,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000006.jpeg,1943,2914,113.7,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000007.jpg,975,1732,93.48,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000008.jpg,1080,2160,131.93,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000009.jpg,800,1422,109.24,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000010.jpeg,5629,3753,70.67,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000011.jpg,1080,2400,86.5,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000012.jpg,1205,1567,162.46,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000013.jpg,1232,2188,32.5,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000014.jpg,702,1054,94.81,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000015.png,2400,3000,89.51,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000016.jpg,1080,2112,106.97,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000017.jpg,1200,1200,75.42,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000018.jpg,850,531,76.73,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000019.jpg,736,1305,82.65,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000020.jpg,481,626,102.54,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000021.jpeg,3189,3986,119.34,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000022.jpg,945,1606,129.54,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000023.jpg,736,1594,73.89,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000024.jpg,683,1024,113.35,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000025.jpg,800,480,214.8,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000026.jpg,800,1422,136.67,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000027.jpeg,2000,3000,151.83,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000028.jpg,1280,815,193.59,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000029.jpg,720,768,83.07,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000030.jpg,720,713,95.66,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000031.jpg,2560,1600,76.66,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000032.jpg,2560,1600,92.03,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000033.jpg,640,640,81.96,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000034.jpg,1080,1080,85.82,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000035.jpg,1052,1868,131.64,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000036.jpg,800,800,55.01,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000037.jpg,1080,1943,71.41,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000038.jpg,750,903,92.45,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000039.jpg,1080,1349,107.37,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000040.jpg,736,1303,115.99,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000041.jpg,736,1020,90.32,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000042.jpg,1152,2048,176.09,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000043.jpg,736,1462,179.71,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000044.jpg,736,1308,86.98,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000045.jpg,1200,1200,66.76,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000046.jpg,720,720,59.0,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000047.jpg,430,594,84.61,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000048.jpg,365,616,109.2,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000049.jpg,736,1308,103.73,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000050.jpg,750,1089,118.71,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000051.jpg,546,970,44.21,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000052.jpg,1152,1440,84.64,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000053.jpg,736,1305,82.55,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000054.jpg,564,1002,83.93,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000055.jpg,1080,2160,131.93,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000056.jpg,735,1306,131.67,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000057.jpg,736,1311,133.01,1
dataset/ronaldo\Cristiano_Ronaldo_close_up\000058.jpg,1205,1567,162.46,1
dataset/ronaldo\Cristiano_Ronaldo_face\000001.jpg,1183,2560,84.9,1
dataset/ronaldo\Cristiano_Ronaldo_face\000002.jpg,800,1422,109.24,1
dataset/ronaldo\Cristiano_Ronaldo_face\000003.png,2400,3000,89.51,1
dataset/ronaldo\Cristiano_Ronaldo_face\000004.jpg,1152,2048,90.04,1
dataset/ronaldo\Cristiano_Ronaldo_face\000005.png,5628,4000,88.81,1
dataset/ronaldo\Cristiano_Ronaldo_face\000006.jpeg,3978,6000,92.81,1
dataset/ronaldo\Cristiano_Ronaldo_face\000007.jpeg,1966,2949,115.03,1
dataset/ronaldo\Cristiano_Ronaldo_face\000008.jpg,1080,2160,131.93,1
dataset/ronaldo\Cristiano_Ronaldo_face\000009.jpeg,2160,2700,79.4,1
dataset/ronaldo\Cristiano_Ronaldo_face\000010.jpeg,3888,5184,48.55,1
dataset/ronaldo\Cristiano_Ronaldo_face\000011.jpeg,4285,6000,150.71,1
dataset/ronaldo\Cristiano_Ronaldo_face\000012.jpg,1024,1024,216.71,1
dataset/ronaldo\Cristiano_Ronaldo_face\000013.jpg,982,1690,93.81,1
dataset/ronaldo\Cristiano_Ronaldo_face\000014.jpeg,5629,3753,70.67,1
dataset/ronaldo\Cristiano_Ronaldo_face\000015.jpeg,3189,3986,119.34,1
dataset/ronaldo\Cristiano_Ronaldo_face\000016.jpeg,2723,4093,124.29,1
dataset/ronaldo\Cristiano_Ronaldo_face\000017.jpg,1152,2048,158.96,1
dataset/ronaldo\Cristiano_Ronaldo_face\000018.jpeg,4000,6000,38.0,1
dataset/ronaldo\Cristiano_Ronaldo_face\000019.jpeg,1849,2773,117.52,1
dataset/ronaldo\Cristiano_Ronaldo_face\000020.jpeg,1943,2914,113.7,1
dataset/ronaldo\Cristiano_Ronaldo_face\000021.jpg,800,1422,136.67,1
dataset/ronaldo\Cristiano_Ronaldo_face\000022.jpeg,1800,2700,89.69,1
dataset/ronaldo\Cristiano_Ronaldo_face\000023.jpeg,2000,3000,151.83,1
dataset/ronaldo\Cristiano_Ronaldo_face\000024.jpeg,3428,5152,42.39,1
dataset/ronaldo\Cristiano_Ronaldo_face\000025.jpeg,1963,2945,144.74,1
dataset/ronaldo\Cristiano_Ronaldo_face\000026.jpg,2560,1600,76.66,1
dataset/ronaldo\Cristiano_Ronaldo_face\000027.jpg,1280,1238,74.44,1
dataset/ronaldo\Cristiano_Ronaldo_face\000028.jpg,683,1024,113.35,1
dataset/ronaldo\Cristiano_Ronaldo_face\000029.jpg,1000,1000,154.88,1
dataset/ronaldo\Cristiano_Ronaldo_face\000030.jpeg,5304,7952,129.35,1
dataset/ronaldo\Cristiano_Ronaldo_face\000031.jpg,720,768,83.07,1
dataset/ronaldo\Cristiano_Ronaldo_face\000032.jpg,1136,779,84.88,1
dataset/ronaldo\Cristiano_Ronaldo_face\000033.jpg,800,547,105.75,1
dataset/ronaldo\Cristiano_Ronaldo_face\000034.jpg,1536,2048,131.91,1
dataset/ronaldo\Cristiano_Ronaldo_face\000035.jpg,1763,1200,49.33,1
dataset/ronaldo\Cristiano_Ronaldo_face\000036.jpg,2560,1600,92.03,1
dataset/ronaldo\Cristiano_Ronaldo_face\000037.jpg,754,900,85.4,1
dataset/ronaldo\Cristiano_Ronaldo_face\000038.jpg,1183,2560,84.86,1
dataset/ronaldo\Cristiano_Ronaldo_face\000039.jpg,903,1390,60.24,1
dataset/ronaldo\Cristiano_Ronaldo_face\000040.jpg,1300,956,47.69,1
dataset/ronaldo\Cristiano_Ronaldo_face\000041.jpg,1300,956,79.1,1
dataset/ronaldo\Cristiano_Ronaldo_face\000042.jpg,2048,2048,47.15,1
dataset/ronaldo\Cristiano_Ronaldo_face\000043.jpg,800,1422,89.04,1
dataset/ronaldo\Cristiano_Ronaldo_face\000044.jpg,1280,815,193.59,1
dataset/ronaldo\Cristiano_Ronaldo_face\000045.jpg,481,626,102.54,1
dataset/ronaldo\Cristiano_Ronaldo_face\000046.jpg,1080,2400,86.5,1
dataset/ronaldo\Cristiano_Ronaldo_face\000047.jpg,2560,2560,54.72,1
dataset/ronaldo\Cristiano_Ronaldo_face\000048.jpg,2560,1080,25.69,1
dataset/ronaldo\Cristiano_Ronaldo_face\000049.jpg,736,1594,73.89,1
dataset/ronaldo\Cristiano_Ronaldo_face\000050.jpg,1200,1200,75.42,1
dataset/ronaldo\Cristiano_Ronaldo_face\000051.jpg,520,924,64.27,1
dataset/ronaldo\Cristiano_Ronaldo_face\000052.jpg,1284,2778,85.58,1
dataset/ronaldo\Cristiano_Ronaldo_face\000053.jpg,640,771,92.26,1
dataset/ronaldo\Cristiano_Ronaldo_face\000054.jpg,736,920,47.27,1
dataset/ronaldo\Cristiano_Ronaldo_face\000055.jpg,2048,2048,54.71,1
dataset/ronaldo\Cristiano_Ronaldo_face\000056.jpg,1080,2340,73.87,1
dataset/ronaldo\Cristiano_Ronaldo_face\000057.jpg,1080,2160,131.93,1
dataset/ronaldo\Cristiano_Ronaldo_face\000058.jpg,736,1462,179.71,1
dataset/ronaldo\Cristiano_Ronaldo_face\000059.jpg,736,1311,133.01,1
dataset/ronaldo\Cristiano_Ronaldo_face\000060.jpg,750,1089,118.71,1
dataset/ronaldo\Cristiano_Ronaldo_face\000061.jpg,1080,1349,80.25,1
dataset/ronaldo\Cristiano_Ronaldo_face\000062.jpg,750,1334,94.92,1
dataset/ronaldo\Cristiano_Ronaldo_face\000063.jpg,720,1280,79.83,1
dataset/ronaldo\Cristiano_Ronaldo_face\000064.jpg,1920,1280,32.64,1
dataset/ronaldo\Cristiano_Ronaldo_face\000065.jpg,750,903,92.45,1
dataset/ronaldo\Cristiano_Ronaldo_face\000066.jpg,850,604,190.57,1
dataset/ronaldo\Cristiano_Ronaldo_face\000067.jpg,430,594,84.61,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000001.jpeg,2160,2700,79.4,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000002.png,2400,3000,89.51,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000003.jpeg,4000,6000,38.0,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000004.jpeg,5629,3753,70.67,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000005.jpeg,4000,6000,134.92,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000006.jpg,1280,720,64.73,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000007.jpg,817,1222,117.69,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000008.jpeg,2000,3000,151.83,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000009.jpeg,1819,2729,101.25,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000010.jpeg,1943,2914,113.7,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000011.jpg,1763,1200,49.33,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000012.jpg,1136,779,84.88,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000013.jpg,1080,2160,131.93,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000014.jpg,700,450,66.17,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000015.jpg,683,1024,113.35,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000016.jpg,552,900,90.67,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000017.jpg,640,455,210.0,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000018.jpg,1920,1080,103.37,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000019.jpg,736,1308,59.1,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000020.jpg,1600,900,101.89,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000021.jpg,720,406,53.61,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000022.jpg,1200,675,53.07,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000023.jpg,1024,683,122.89,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000024.jpg,1231,817,70.54,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000025.jpg,800,500,94.07,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000026.jpg,615,410,82.56,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000027.jpg,982,1690,93.81,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000028.jpg,2820,1880,95.97,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000029.jpg,1600,900,72.76,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000030.jpg,1200,630,58.55,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000031.jpg,568,1010,69.95,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000032.jpg,1200,676,70.96,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000033.jpg,736,1308,69.99,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000034.jpg,3500,2333,63.58,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000035.jpg,1600,900,61.04,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000036.jpg,615,461,96.68,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000037.jpg,1200,630,122.39,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000038.jpg,1600,900,84.86,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000039.jpg,1920,1080,54.18,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000040.jpg,958,508,78.63,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000041.jpg,560,420,140.6,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000042.jpg,1069,580,106.1,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000043.jpg,1642,1232,61.12,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000044.jpg,615,410,49.44,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000045.jpg,520,924,64.27,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000046.jpg,1280,720,175.09,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000047.jpg,1280,720,72.7,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000048.jpg,1280,720,60.86,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000049.jpg,1280,720,110.8,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000050.jpg,1280,720,33.3,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000051.jpg,2000,1125,66.82,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000052.jpg,1440,961,67.98,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000053.jpg,1600,900,43.39,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000054.jpg,1280,720,41.11,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000055.jpg,1280,720,115.81,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000056.jpg,356,629,81.13,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000057.jpg,735,981,73.72,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000058.jpg,1080,1349,80.25,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000059.jpg,736,414,49.02,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000060.jpg,720,720,104.52,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000061.jpg,736,1307,59.84,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000062.jpg,1280,720,66.61,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000063.jpg,850,604,190.57,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000064.jpg,1080,1350,185.01,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000065.jpg,736,920,185.02,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000066.jpg,750,1089,118.71,1
dataset/ronaldo\Cristiano_Ronaldo_interview_face\000067.jpg,1296,729,100.74,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000001.jpg,1080,1920,122.75,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000002.jpg,600,450,122.84,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000003.jpg,754,900,85.4,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000004.jpg,1920,1080,90.98,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000005.jpg,1920,1080,54.96,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000006.jpg,1920,1080,73.31,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000007.jpg,1920,1080,91.21,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000008.jpg,1920,1080,139.09,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000009.jpg,1920,1080,61.41,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000010.jpg,736,920,76.27,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000011.jpg,1280,720,80.86,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000012.jpg,736,1308,215.64,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000013.jpg,736,1308,74.61,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000014.jpg,736,837,70.23,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000015.jpg,736,1308,203.91,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000016.jpg,2880,1800,42.16,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000017.jpg,850,604,190.57,1
dataset/ronaldo\Cristiano_Ronaldo_Juventus_face\000018.jpg,736,736,104.53,1
dataset/ronaldo\Cristiano_Ronaldo_laughing_face\000001.jpg,1152,896,82.83,1
